Date,Segment,Type,Landing,Bouncing,Success,Control,Treatment
9/29/18,B,R,1,0,0,3678,3466
9/29/18,B,R,1,1,0,1980,2441
9/29/18,B,R,0,0,1,118,99
9/29/18,B,R,1,0,1,348,266
9/29/18,B,N,0,0,0,1320,1062
9/29/18,B,N,1,0,0,4501,4784
9/29/18,B,N,1,1,0,4196,4122
9/29/18,B,N,0,0,1,94,87
9/29/18,B,N,1,0,1,356,334
9/29/18,C,R,0,0,0,1308,1202
9/29/18,C,R,1,0,0,4832,5390
9/29/18,C,R,1,1,0,3424,4170
9/29/18,C,R,0,0,1,94,127
9/29/18,C,R,1,0,1,367,344
9/29/18,C,N,0,0,0,1540,1651
9/29/18,C,N,1,0,0,6013,5148
9/29/18,C,N,1,1,0,6486,5820
9/29/18,C,N,0,0,1,135,120
9/29/18,C,N,1,0,1,525,494
9/29/18,D,R,0,0,0,2603,3008
9/29/18,D,R,1,0,0,9573,9832
9/29/18,D,R,1,1,0,8241,7849
9/29/18,D,R,0,0,1,200,212
9/29/18,D,R,1,0,1,959,955
9/29/18,D,N,0,0,0,4470,3813
9/29/18,D,N,1,0,0,16761,15547
9/29/18,D,N,1,1,0,12313,15321
9/29/18,D,N,0,0,1,350,282
9/29/18,D,N,1,0,1,1109,911
9/29/18,E,R,0,0,0,516,621
9/29/18,E,R,1,0,0,2600,2269
9/29/18,E,R,1,1,0,1878,1798
9/29/18,E,R,0,0,1,88,98
9/29/18,E,R,1,0,1,241,204
9/29/18,E,N,0,0,0,931,719
9/29/18,E,N,1,0,0,2687,3181
9/29/18,E,N,1,1,0,3175,2732
9/29/18,E,N,0,0,1,70,64
9/29/18,E,N,1,0,1,238,261
9/30/18,A,R,0,0,0,3958,4267
9/30/18,A,R,1,0,0,18725,16170
9/30/18,A,R,1,1,0,9762,11203
9/30/18,A,R,0,0,1,470,439
9/30/18,A,R,1,0,1,1668,1740
9/30/18,A,N,0,0,0,6784,5680
9/30/18,A,N,1,0,0,28001,28893
9/30/18,A,N,1,1,0,17619,15719
9/30/18,A,N,0,0,1,701,548
9/30/18,A,N,1,0,1,2421,2206
9/30/18,B,R,0,0,0,851,797
9/30/18,B,R,1,0,0,2315,3566
9/30/18,B,R,1,1,0,2288,1915
9/30/18,B,R,0,0,1,164,129
9/30/18,B,R,1,0,1,258,328
9/30/18,B,N,0,0,0,1167,1139
9/30/18,B,N,1,0,0,5198,3795
9/30/18,B,N,1,1,0,3265,3418
9/30/18,B,N,0,0,1,100,82
9/30/18,B,N,1,0,1,458,342
9/30/18,C,R,0,0,0,1350,1024
9/30/18,C,R,1,0,0,4057,4191
9/30/18,C,R,1,1,0,2937,3087
9/30/18,C,R,0,0,1,114,127
9/30/18,C,R,1,0,1,501,389
9/30/18,C,N,0,0,0,1763,1813
9/30/18,C,N,1,0,0,6539,6277
9/30/18,C,N,1,1,0,5303,4511
9/30/18,C,N,0,0,1,196,142
9/30/18,C,N,1,0,1,532,557
9/30/18,D,R,0,0,0,1949,3087
9/30/18,D,R,1,0,0,11668,8769
9/30/18,D,R,1,1,0,7670,5348
9/30/18,D,R,0,0,1,215,268
9/30/18,D,R,1,0,1,901,807
9/30/18,D,N,0,0,0,4640,2891
9/30/18,D,N,1,0,0,13990,14728
9/30/18,D,N,1,1,0,9561,11813
9/30/18,D,N,0,0,1,393,279
9/30/18,D,N,1,0,1,1403,1379
9/30/18,E,R,0,0,0,530,689
9/30/18,E,R,1,0,0,2736,2347
9/30/18,E,R,1,1,0,1504,1622
9/30/18,E,R,0,0,1,125,75
9/30/18,E,R,1,0,1,292,299
9/30/18,E,N,0,0,0,1004,722
9/30/18,E,N,1,0,0,3162,3069
9/30/18,E,N,1,1,0,2548,2159
9/30/18,E,N,0,0,1,72,75
9/30/18,E,N,1,0,1,356,318
10/1/18,A,R,0,0,0,4233,4416
10/1/18,A,R,1,0,0,15788,13622
10/1/18,A,R,1,1,0,9211,12236
10/1/18,A,R,0,0,1,402,424
10/1/18,A,R,1,0,1,1657,1016
10/1/18,A,N,0,0,0,6247,6439
10/1/18,A,N,1,0,0,27887,26438
10/1/18,A,N,1,1,0,22460,20849
10/1/18,A,N,0,0,1,517,386
10/1/18,A,N,1,0,1,1817,1823
10/1/18,B,R,0,0,0,1049,775
10/1/18,B,R,1,0,0,4230,2502
10/1/18,B,R,1,1,0,2593,2578
10/1/18,B,R,0,0,1,133,63
10/1/18,B,R,1,0,1,327,258
10/1/18,B,N,0,0,0,1062,1132
10/1/18,B,N,1,0,0,4559,4877
10/1/18,B,N,1,1,0,3991,3850
10/1/18,B,N,0,0,1,88,90
10/1/18,B,N,1,0,1,357,318
10/1/18,C,R,0,0,0,1192,1223
10/1/18,C,R,1,0,0,4620,4973
10/1/18,C,R,1,1,0,3569,3788
10/1/18,C,R,0,0,1,127,129
10/1/18,C,R,1,0,1,510,419
10/1/18,C,N,0,0,0,1860,1797
10/1/18,C,N,1,0,0,7069,5752
10/1/18,C,N,1,1,0,5721,5249
10/1/18,C,N,0,0,1,138,117
10/1/18,C,N,1,0,1,547,619
10/1/18,D,R,0,0,0,2937,3003
10/1/18,D,R,1,0,0,8856,11815
10/1/18,D,R,1,1,0,7735,9551
10/1/18,D,R,0,0,1,289,270
10/1/18,D,R,1,0,1,1059,793
10/1/18,D,N,0,0,0,4189,4017
10/1/18,D,N,1,0,0,17468,14797
10/1/18,D,N,1,1,0,12930,11858
10/1/18,D,N,0,0,1,311,274
10/1/18,D,N,1,0,1,1284,1386
10/1/18,E,R,0,0,0,605,568
10/1/18,E,R,1,0,0,2825,1930
10/1/18,E,R,1,1,0,2275,1840
10/1/18,E,R,0,0,1,58,79
10/1/18,E,R,1,0,1,216,233
10/1/18,E,N,0,0,0,691,761
10/1/18,E,N,1,0,0,3197,3264
10/1/18,E,N,1,1,0,2456,2863
10/1/18,E,N,0,0,1,82,81
10/1/18,E,N,1,0,1,282,263
10/2/18,A,R,0,0,0,3402,4401
10/2/18,A,R,1,0,0,15763,17153
10/2/18,A,R,1,1,0,12563,8980
10/2/18,A,R,0,0,1,379,458
10/2/18,A,R,1,0,1,2117,1226
10/2/18,A,N,0,0,0,6401,5702
10/2/18,A,N,1,0,0,22874,17643
10/2/18,A,N,1,1,0,11589,16068
10/2/18,A,N,0,0,1,725,592
10/2/18,A,N,1,0,1,2236,2524
10/2/18,B,R,0,0,0,716,535
10/2/18,B,R,1,0,0,4011,3049
10/2/18,B,R,1,1,0,1347,1709
10/2/18,B,R,0,0,1,137,96
10/2/18,B,R,1,0,1,347,255
10/2/18,B,N,0,0,0,1131,1220
10/2/18,B,N,1,0,0,4560,5205
10/2/18,B,N,1,1,0,3857,3768
10/2/18,B,N,0,0,1,110,107
10/2/18,B,N,1,0,1,432,477
10/2/18,C,R,0,0,0,1082,1030
10/2/18,C,R,1,0,0,5140,3684
10/2/18,C,R,1,1,0,4009,2830
10/2/18,C,R,0,0,1,120,118
10/2/18,C,R,1,0,1,474,375
10/2/18,C,N,0,0,0,1664,1751
10/2/18,C,N,1,0,0,6531,6480
10/2/18,C,N,1,1,0,4545,5627
10/2/18,C,N,0,0,1,150,153
10/2/18,C,N,1,0,1,693,680
10/2/18,D,R,0,0,0,2771,2307
10/2/18,D,R,1,0,0,12431,10621
10/2/18,D,R,1,1,0,9294,8112
10/2/18,D,R,0,0,1,215,225
10/2/18,D,R,1,0,1,1174,1010
10/2/18,D,N,0,0,0,4551,4420
10/2/18,D,N,1,0,0,18168,16549
10/2/18,D,N,1,1,0,9341,10541
10/2/18,D,N,0,0,1,383,356
10/2/18,D,N,1,0,1,1513,1474
10/2/18,E,R,0,0,0,601,493
10/2/18,E,R,1,0,0,1759,1941
10/2/18,E,R,1,1,0,1077,1642
10/2/18,E,R,0,0,1,91,88
10/2/18,E,R,1,0,1,258,212
10/2/18,E,N,0,0,0,801,815
10/2/18,E,N,1,0,0,3810,3863
10/2/18,E,N,1,1,0,2219,1936
10/2/18,E,N,0,0,1,65,60
10/2/18,E,N,1,0,1,362,295
10/3/18,A,R,0,0,0,4277,3386
10/3/18,A,R,1,0,0,21701,19800
10/3/18,A,R,1,1,0,12275,16315
10/3/18,A,R,0,0,1,395,337
10/3/18,A,R,1,0,1,1791,1709
10/3/18,A,N,0,0,0,6337,6679
10/3/18,A,N,1,0,0,24856,26002
10/3/18,A,N,1,1,0,15450,14341
10/3/18,A,N,0,0,1,650,513
10/3/18,A,N,1,0,1,2330,2106
10/3/18,B,R,0,0,0,859,562
10/3/18,B,R,1,0,0,2747,3166
10/3/18,B,R,1,1,0,1938,1615
10/3/18,B,R,0,0,1,137,102
10/3/18,B,R,1,0,1,332,363
10/3/18,B,N,0,0,0,1223,1277
10/3/18,B,N,1,0,0,5145,4506
10/3/18,B,N,1,1,0,3548,3547
10/3/18,B,N,0,0,1,108,110
10/3/18,B,N,1,0,1,384,398
10/3/18,C,R,0,0,0,1224,1533
10/3/18,C,R,1,0,0,4888,4291
10/3/18,C,R,1,1,0,3654,2525
10/3/18,C,R,0,0,1,166,111
10/3/18,C,R,1,0,1,562,405
10/3/18,C,N,0,0,0,2109,1414
10/3/18,C,N,1,0,0,7086,7273
10/3/18,C,N,1,1,0,4629,5896
10/3/18,C,N,0,0,1,136,174
10/3/18,C,N,1,0,1,582,598
10/3/18,D,R,0,0,0,2385,2665
10/3/18,D,R,1,0,0,10470,7859
10/3/18,D,R,1,1,0,7485,7010
10/3/18,D,R,0,0,1,262,299
10/3/18,D,R,1,0,1,1187,1004
10/3/18,D,N,0,0,0,3812,3530
10/3/18,D,N,1,0,0,16828,16379
10/3/18,D,N,1,1,0,10405,10150
10/3/18,D,N,0,0,1,378,326
10/3/18,D,N,1,0,1,1426,1278
10/3/18,E,R,0,0,0,555,450
10/3/18,E,R,1,0,0,2489,1984
10/3/18,E,R,1,1,0,1425,1108
10/3/18,E,R,0,0,1,62,134
10/3/18,E,R,1,0,1,311,307
10/3/18,E,N,0,0,0,805,823
10/3/18,E,N,1,0,0,3182,3187
10/3/18,E,N,1,1,0,2270,2151
10/3/18,E,N,0,0,1,100,75
10/3/18,E,N,1,0,1,396,367
10/4/18,A,R,0,0,0,4099,4146
10/4/18,A,R,1,0,0,19881,19149
10/4/18,A,R,1,1,0,12197,12837
10/4/18,A,R,0,0,1,322,407
10/4/18,A,R,1,0,1,1819,1826
10/4/18,A,N,0,0,0,6267,6166
10/4/18,A,N,1,0,0,25088,24084
10/4/18,A,N,1,1,0,16182,15380
10/4/18,A,N,0,0,1,773,595
10/4/18,A,N,1,0,1,2625,2381
10/4/18,B,R,0,0,0,849,846
10/4/18,B,R,1,0,0,3094,3617
10/4/18,B,R,1,1,0,2241,1721
10/4/18,B,R,0,0,1,142,62
10/4/18,B,R,1,0,1,371,368
10/4/18,B,N,0,0,0,1121,1158
10/4/18,B,N,1,0,0,4941,4684
10/4/18,B,N,1,1,0,2050,2454
10/4/18,B,N,0,0,1,109,100
10/4/18,B,N,1,0,1,540,437
10/4/18,C,R,0,0,0,1185,946
10/4/18,C,R,1,0,0,4269,4291
10/4/18,C,R,1,1,0,2597,2446
10/4/18,C,R,0,0,1,204,158
10/4/18,C,R,1,0,1,437,474
10/4/18,C,N,0,0,0,1550,1777
10/4/18,C,N,1,0,0,5777,5604
10/4/18,C,N,1,1,0,4421,4956
10/4/18,C,N,0,0,1,188,184
10/4/18,C,N,1,0,1,716,640
10/4/18,D,R,0,0,0,2321,2324
10/4/18,D,R,1,0,0,8493,11566
10/4/18,D,R,1,1,0,5400,6327
10/4/18,D,R,0,0,1,278,360
10/4/18,D,R,1,0,1,1257,1349
10/4/18,D,N,0,0,0,5121,4671
10/4/18,D,N,1,0,0,20633,17361
10/4/18,D,N,1,1,0,9208,8293
10/4/18,D,N,0,0,1,453,377
10/4/18,D,N,1,0,1,1633,1560
10/4/18,E,R,0,0,0,513,517
10/4/18,E,R,1,0,0,2364,2417
10/4/18,E,R,1,1,0,1133,1424
10/4/18,E,R,0,0,1,90,101
10/4/18,E,R,1,0,1,295,308
10/4/18,E,N,0,0,0,1012,830
10/4/18,E,N,1,0,0,3362,2699
10/4/18,E,N,1,1,0,1719,1622
10/4/18,E,N,0,0,1,99,72
10/4/18,E,N,1,0,1,358,272
10/5/18,A,R,0,0,0,5380,4293
10/5/18,A,R,1,0,0,16347,18076
10/5/18,A,R,1,1,0,14855,16859
10/5/18,A,R,0,0,1,392,336
10/5/18,A,R,1,0,1,1256,1161
10/5/18,A,N,0,0,0,6099,6281
10/5/18,A,N,1,0,0,26319,20230
10/5/18,A,N,1,1,0,15172,16438
10/5/18,A,N,0,0,1,591,504
10/5/18,A,N,1,0,1,2372,2362
10/5/18,B,R,0,0,0,727,840
10/5/18,B,R,1,0,0,3870,2969
10/5/18,B,R,1,1,0,2387,1924
10/5/18,B,R,0,0,1,56,121
10/5/18,B,R,1,0,1,289,207
10/5/18,B,N,0,0,0,1132,888
10/5/18,B,N,1,0,0,4145,4887
10/5/18,B,N,1,1,0,3161,3577
10/5/18,B,N,0,0,1,88,88
10/5/18,B,N,1,0,1,311,335
10/5/18,C,R,0,0,0,1208,1022
10/5/18,C,R,1,0,0,4620,4368
10/5/18,C,R,1,1,0,3199,4200
10/5/18,C,R,0,0,1,160,156
10/5/18,C,R,1,0,1,339,400
10/5/18,C,N,0,0,0,1666,1680
10/5/18,C,N,1,0,0,6381,6565
10/5/18,C,N,1,1,0,5752,4602
10/5/18,C,N,0,0,1,142,129
10/5/18,C,N,1,0,1,667,535
10/5/18,D,R,0,0,0,2810,2677
10/5/18,D,R,1,0,0,14718,12149
10/5/18,D,R,1,1,0,7187,8567
10/5/18,D,R,0,0,1,276,221
10/5/18,D,R,1,0,1,834,776
10/5/18,D,N,0,0,0,3432,3469
10/5/18,D,N,1,0,0,16221,15955
10/5/18,D,N,1,1,0,13155,11444
10/5/18,D,N,0,0,1,341,305
10/5/18,D,N,1,0,1,1148,1176
10/5/18,E,R,0,0,0,558,674
10/5/18,E,R,1,0,0,1730,1741
10/5/18,E,R,1,1,0,1418,1457
10/5/18,E,R,0,0,1,105,76
10/5/18,E,R,1,0,1,280,228
10/5/18,E,N,0,0,0,957,766
10/5/18,E,N,1,0,0,3465,3307
10/5/18,E,N,1,1,0,2927,3009
10/5/18,E,N,0,0,1,69,62
10/5/18,E,N,1,0,1,263,255
